"yC3ZMb href","Vpc5Fe","GSM50","KgoSse href","y3Ibjb","OA1nbd","QVQhvb","gERoBf href","gd5Tqf","GSM50 2","KmCjbd","MtCSLb","enjdgf","enjdgf 2","FfJICc src","FfJICc src 2","FfJICc src 3","z1Mm0e","z1Mm0e 2"
"https://www.google.com/maps/contrib/104998089646362998166/reviews?hl=en-CA","Mrs. Hassani","Local Guide30 reviews62 photos","https://www.google.com/local/content/rap/report?postId=Ci9DQUlRQUNvZENodHljRjlvT2xSd2IzZDZjbFp0TUZCNlVYRmxXVTFmVTJoR1gzYxAB&t=1&entityid=Ci9DQUlRQUNvZENodHljRjlvT2xSd2IzZDZjbFp0TUZCNlVYRmxXVTFmVTJoR1gzYxI-Ci9DQUlRQUNvZENodHljRjlvT2xSd2IzZDZjbFp0TUZCNlVYRmxXVTFmVTJoR1gzYxILMGUyWG1oTlBKcWoaPgovQ0FJUUFDb2RDaHR5Y0Y5b09sUndiM2Q2Y2xadE1GQjZVWEZsV1UxZlUyaEdYM2MSCzBlMlhtaE5QSnFqIhIJAAAAAAAAAAAR86oqMcpKWswqCzBlMlhtaE5QSnFq&wv=1&d=286732336&gsas=1","4 hours ago","We are happy to have a halal asian restaurant in the neighborhood! 🥰We tried Pad Thai and Curry braised beef Udon soup and both were so delicious! And personally love their Taro milk tea 🤩 …","Hover to react","[object Object]","_","47 minutes ago","Thank you so much, means a lot to the whole team. Hope to see you again soon at 1001 Nuit! ⭐","More","·","·","https://lh3.googleusercontent.com/grass-cs/ANxoTn0BFlM6CDABRknMEBRB3A7yvzVoSvt51Dn1YiLgRUeDVzq_098dwGAKj26Hcw0PlzhOqhOhSFbA9BbkaPJ2Z7S5VhMD2Osg4Y2zPOKogQCKJ7bTtBf9BlC2ffJaeZ8LpEj59ICIMm6562dj=s157-p-k-rw","https://lh3.googleusercontent.com/grass-cs/ANxoTn16ELDxy4ItpQPPisQb1vYZvFReVC5yInwjbLBNYMLHFQ-yJzIQgopN0CjEt0ibO8G2Go3TLB0DDi9LZIvJVzfVunpAQTH8qcGwd3-gxjGALdVSdT9_OK96AfgdzboCyUBZw9ECSLwSUKkA=s157-p-k-rw","https://lh3.googleusercontent.com/grass-cs/ANxoTn2is5aFtHO6MCcKeYOFKwaKEe5ycPgySrkSuPeMk6Pmq8dBLSUg_CdSgOKv9sUMfS6Rh4Jbi7L5hLDQyawbhdP9kyGrgMBSPighEoZ7FkdwqwgmnvROcW67y5VX3aUXSYRph3xxXub2byfi=s157-p-k-rw","(function(){
(this||self).cVrhhd=function(b,e,q,a,h,k){if((b=document.getElementById(b))&&(b.offsetWidth!==0||b.offsetHeight!==0)){var l=b.querySelector(""div""),m=l.querySelector(""div""),c=0,g=Math.max(l.scrollWidth-l.offsetWidth,0);if(e>0){var n=m.children;c=n[e].offsetLeft-n[0].offsetLeft;if(a){for(var p=c=0;p<e;++p)c+=n[p].offsetWidth;c=Math.min(g,c)}}c+=q;e=Math.min(a?g-c:c,g);l.scrollLeft=a&&k?c:a&&h?-c:e;var d=b.getElementsByTagName(""g-left-button"")[0],f=b.getElementsByTagName(""g-right-button"")[0];d&&f&&(h=
RegExp(""\\btHT0l\\b""),k=RegExp(""\\bpQXcHc\\b""),d.className=d.className.replace(h,""""),f.className=f.className.replace(h,""""),d.className=e===0?""pQXcHc ""+d.className:d.className.replace(k,""""),f.className=e===g?""pQXcHc ""+f.className:f.className.replace(k,""""),d.className.indexOf(""SL0Gp"")>=0&&e===0&&e===g&&(m.style.paddingLeft=""0px"",m.style.paddingRight=""0px"",d.style.display=""none"",f.style.display=""none"",b.style.paddingLeft=a?""0px"":""48px"",b.style.paddingRight=a?""48px"":""0px"",b.style.textAlign=a?""left"":""right"",(a=document.getElementById(""fade_forward""))&&(a.style.display=""none""),(a=document.getElementById(""fade_reverse""))&&(a.style.display=""none"")),setTimeout(function(){d.className+="" tHT0l"";f.className+="" tHT0l""},50))}};}).call(this);","(function(){var id='sjsuid_17';var index= 0 ;var offset= 0 ;var is_rtl= false ;var is_gecko= false ;var is_edge= false ;var init='cVrhhd';window[init](id,index,offset,is_rtl,is_gecko,is_edge);})();"
"https://www.google.com/maps/contrib/109870444215382102727/reviews?hl=en-CA","Awais Ahmad","3 photos","https://www.google.com/local/content/rap/report?postId=Ci9DQUlRQUNvZENodHljRjlvT2tsNlVXZ3hUV1Y1UldGQk9YVjZVSFZ1WDIxcmVtYxAB&t=1&entityid=Ci9DQUlRQUNvZENodHljRjlvT2tsNlVXZ3hUV1Y1UldGQk9YVjZVSFZ1WDIxcmVtYxI-Ci9DQUlRQUNvZENodHljRjlvT2tsNlVXZ3hUV1Y1UldGQk9YVjZVSFZ1WDIxcmVtYxILMGUyWFJ3TE9uaWYaPgovQ0FJUUFDb2RDaHR5Y0Y5b09rbDZVV2d4VFdWNVJXRkJPWFY2VUhWdVgyMXJlbWMSCzBlMlhSd0xPbmlmIhIJAAAAAAAAAAAR86oqMcpKWswqCzBlMlhSd0xPbmlm&wv=1&d=286732336&gsas=1","4 hours ago","Delicious Halal Chinese food. Would definitely recommend!","Hover to react","[object Object]","_","47 minutes ago","Thank you so much, means a lot to the whole team. Hope to see you again soon at 1001 Nuit! ⭐","","","","https://lh3.googleusercontent.com/grass-cs/ANxoTn2qvBAkBpgMirJKQG04eC7Vbn1i4Gt0xM6QL5YVTa78ZanNkM9CWBB7PN12Gf3T-A3Tp82smV_p4bvsTOhp9JOYJyMjrDF8FvQ1M4kDpPco8JgtoThv3FvOLTheG2MXLJSyCc71RY6HZK01=s157-p-k-rw","https://lh3.googleusercontent.com/grass-cs/ANxoTn1UdmOJDXI65Y6rTiDrSK10fjLVAh2xotgl5AMCnBwqlq16X9NL6m75vtRBQ5QWAkc3A0lR6GrETnVu6D8HED8JLwR3nmQP8P6TI1e1RbrUIXi6A1RPeP3mc_wI-9hc_rUwINPr1OJQFlNs=s157-p-k-rw","https://lh3.googleusercontent.com/grass-cs/ANxoTn3ajgcFMchKQ65c0Db1urvKHl8rEguRXdZr9MC3ybrYW4TrLpaqFF6WuFQEvIACQFGUSbZm40mE0Q7pKMvrHO1r07wZnLz2Zivr8ciGEUR39RUTH_TLc_9HLcBgJVF3dqY5-rjcvsq-DFXz=s157-p-k-rw","(function(){
(this||self).cVrhhd=function(b,e,q,a,h,k){if((b=document.getElementById(b))&&(b.offsetWidth!==0||b.offsetHeight!==0)){var l=b.querySelector(""div""),m=l.querySelector(""div""),c=0,g=Math.max(l.scrollWidth-l.offsetWidth,0);if(e>0){var n=m.children;c=n[e].offsetLeft-n[0].offsetLeft;if(a){for(var p=c=0;p<e;++p)c+=n[p].offsetWidth;c=Math.min(g,c)}}c+=q;e=Math.min(a?g-c:c,g);l.scrollLeft=a&&k?c:a&&h?-c:e;var d=b.getElementsByTagName(""g-left-button"")[0],f=b.getElementsByTagName(""g-right-button"")[0];d&&f&&(h=
RegExp(""\\btHT0l\\b""),k=RegExp(""\\bpQXcHc\\b""),d.className=d.className.replace(h,""""),f.className=f.className.replace(h,""""),d.className=e===0?""pQXcHc ""+d.className:d.className.replace(k,""""),f.className=e===g?""pQXcHc ""+f.className:f.className.replace(k,""""),d.className.indexOf(""SL0Gp"")>=0&&e===0&&e===g&&(m.style.paddingLeft=""0px"",m.style.paddingRight=""0px"",d.style.display=""none"",f.style.display=""none"",b.style.paddingLeft=a?""0px"":""48px"",b.style.paddingRight=a?""48px"":""0px"",b.style.textAlign=a?""left"":""right"",(a=document.getElementById(""fade_forward""))&&(a.style.display=""none""),(a=document.getElementById(""fade_reverse""))&&(a.style.display=""none"")),setTimeout(function(){d.className+="" tHT0l"";f.className+="" tHT0l""},50))}};}).call(this);","(function(){var id='sjsuid_18';var index= 0 ;var offset= 0 ;var is_rtl= false ;var is_gecko= false ;var is_edge= false ;var init='cVrhhd';window[init](id,index,offset,is_rtl,is_gecko,is_edge);})();"
"https://www.google.com/maps/contrib/114097345825307752792/reviews?hl=en-CA","Sarah Khan","5 reviews3 photos","https://www.google.com/local/content/rap/report?postId=Ci9DQUlRQUNvZENodHljRjlvT25acGN6ZGlYMWRxZDFBeVpVRkRkVUpmTkdNNGNFRRAB&t=1&entityid=Ci9DQUlRQUNvZENodHljRjlvT25acGN6ZGlYMWRxZDFBeVpVRkRkVUpmTkdNNGNFRRI-Ci9DQUlRQUNvZENodHljRjlvT25acGN6ZGlYMWRxZDFBeVpVRkRkVUpmTkdNNGNFRRILMGUyVFQxcEc3Y1IaPgovQ0FJUUFDb2RDaHR5Y0Y5b09uWnBjemRpWDFkcWQxQXlaVUZEZFVKZk5HTTRjRUUSCzBlMlRUMXBHN2NSIhIJAAAAAAAAAAAR86oqMcpKWswqCzBlMlRUMXBHN2NS&wv=1&d=286732336&gsas=1","9 hours ago","As a Muslim kid growing up in the West Island, what an absolute treat not be scared about anything on the menu 🥹 Super family friendly vibes and delicious as well, what more could you ask for?","Hover to react","[object Object]","_","5 hours ago","This truly means the world to us. Creating a space where every Muslim family can dine with complete peace of mind — no questions, no worries — is exactly why 1001 Nuit exists. We're so happy you felt at home here, and we hope to see you and your family back soon","","·","","https://lh3.googleusercontent.com/grass-cs/ANxoTn1NvYqi-14BA8KgDuU7fkal6ZwzD8igweg1mg81eJvFFXXg-Vj3GWv5Zv30hor5inGB-YgNDyHmw8vewJn-6mDQCWp-JskaDR9C5wZpJIfwPK_e_Q3qVIUAe5IcDiErj_otQDQbF8kfR_qL=s157-p-k-rw","https://lh3.googleusercontent.com/grass-cs/ANxoTn0xEzP1vCIejzmQzkDXHFDv65JTg8hzGFVinr9lT3xTGVI7kkKMVIFRzF50igos0Xh1btxh-GMntjVhL4KZ-uDF2KrUa0OblQe19uiHw3bsEU7uy2B_F6ltv7csWHDORTCLZBHBRbsowPYN=s157-p-k-rw","","(function(){
(this||self).cVrhhd=function(b,e,q,a,h,k){if((b=document.getElementById(b))&&(b.offsetWidth!==0||b.offsetHeight!==0)){var l=b.querySelector(""div""),m=l.querySelector(""div""),c=0,g=Math.max(l.scrollWidth-l.offsetWidth,0);if(e>0){var n=m.children;c=n[e].offsetLeft-n[0].offsetLeft;if(a){for(var p=c=0;p<e;++p)c+=n[p].offsetWidth;c=Math.min(g,c)}}c+=q;e=Math.min(a?g-c:c,g);l.scrollLeft=a&&k?c:a&&h?-c:e;var d=b.getElementsByTagName(""g-left-button"")[0],f=b.getElementsByTagName(""g-right-button"")[0];d&&f&&(h=
RegExp(""\\btHT0l\\b""),k=RegExp(""\\bpQXcHc\\b""),d.className=d.className.replace(h,""""),f.className=f.className.replace(h,""""),d.className=e===0?""pQXcHc ""+d.className:d.className.replace(k,""""),f.className=e===g?""pQXcHc ""+f.className:f.className.replace(k,""""),d.className.indexOf(""SL0Gp"")>=0&&e===0&&e===g&&(m.style.paddingLeft=""0px"",m.style.paddingRight=""0px"",d.style.display=""none"",f.style.display=""none"",b.style.paddingLeft=a?""0px"":""48px"",b.style.paddingRight=a?""48px"":""0px"",b.style.textAlign=a?""left"":""right"",(a=document.getElementById(""fade_forward""))&&(a.style.display=""none""),(a=document.getElementById(""fade_reverse""))&&(a.style.display=""none"")),setTimeout(function(){d.className+="" tHT0l"";f.className+="" tHT0l""},50))}};}).call(this);","(function(){var id='sjsuid_19';var index= 0 ;var offset= 0 ;var is_rtl= false ;var is_gecko= false ;var is_edge= false ;var init='cVrhhd';window[init](id,index,offset,is_rtl,is_gecko,is_edge);})();"
"https://www.google.com/maps/contrib/110626548963068241127/reviews?hl=en-CA","Hassan Cheikh","4 reviews2 photos","https://www.google.com/local/content/rap/report?postId=Ci9DQUlRQUNvZENodHljRjlvT2poS1gzSmFiVWhGYUdaa1IzUmFVWFUxTFY5bk1tYxAB&t=1&entityid=Ci9DQUlRQUNvZENodHljRjlvT2poS1gzSmFiVWhGYUdaa1IzUmFVWFUxTFY5bk1tYxI-Ci9DQUlRQUNvZENodHljRjlvT2poS1gzSmFiVWhGYUdaa1IzUmFVWFUxTFY5bk1tYxILMGUyU3NDQk5xOW0aPgovQ0FJUUFDb2RDaHR5Y0Y5b09qaEtYM0phYlVoRmFHWmtSM1JhVVhVMUxWOW5NbWMSCzBlMlNzQ0JOcTltIhIJAAAAAAAAAAAR86oqMcpKWswqCzBlMlNzQ0JOcTlt&wv=1&d=286732336&gsas=1","10 hours ago","10/10 food and amazing customer service","Hover to react","[object Object]","_","5 hours ago","Thank you so much, means a lot to the whole team. Hope to see you again soon at 1001 Nuit! ⭐","","·","","https://lh3.googleusercontent.com/grass-cs/ANxoTn225rmdrnzAgzuDhukpYaczKSlNOGOosoHoJrXka9t9gkUPvzLLis_731_4pOMQ0C0-iDzKwWa0PDhqmPC8Fpis5SX-4SG31rE-vjjT1CpmtnbuM87goZ8tFUEOZjN2ac2HHdK7w733SFQ=s157-p-k-rw","https://lh3.googleusercontent.com/grass-cs/ANxoTn1iUO5bGOWXgH8gfUJn-vxh_YGZIW2nNDi1lU1NfixJ4aqbZBCaVZRmlQyBx0YUL6agDMj0xukBJgsAHeVImaOo5f8e7DB8l1bPTXsR_SKwZgSqVxFB-PIwp3VJpye_wSATd_taAL8YR7Q=s157-p-k-rw","","(function(){
(this||self).cVrhhd=function(b,e,q,a,h,k){if((b=document.getElementById(b))&&(b.offsetWidth!==0||b.offsetHeight!==0)){var l=b.querySelector(""div""),m=l.querySelector(""div""),c=0,g=Math.max(l.scrollWidth-l.offsetWidth,0);if(e>0){var n=m.children;c=n[e].offsetLeft-n[0].offsetLeft;if(a){for(var p=c=0;p<e;++p)c+=n[p].offsetWidth;c=Math.min(g,c)}}c+=q;e=Math.min(a?g-c:c,g);l.scrollLeft=a&&k?c:a&&h?-c:e;var d=b.getElementsByTagName(""g-left-button"")[0],f=b.getElementsByTagName(""g-right-button"")[0];d&&f&&(h=
RegExp(""\\btHT0l\\b""),k=RegExp(""\\bpQXcHc\\b""),d.className=d.className.replace(h,""""),f.className=f.className.replace(h,""""),d.className=e===0?""pQXcHc ""+d.className:d.className.replace(k,""""),f.className=e===g?""pQXcHc ""+f.className:f.className.replace(k,""""),d.className.indexOf(""SL0Gp"")>=0&&e===0&&e===g&&(m.style.paddingLeft=""0px"",m.style.paddingRight=""0px"",d.style.display=""none"",f.style.display=""none"",b.style.paddingLeft=a?""0px"":""48px"",b.style.paddingRight=a?""48px"":""0px"",b.style.textAlign=a?""left"":""right"",(a=document.getElementById(""fade_forward""))&&(a.style.display=""none""),(a=document.getElementById(""fade_reverse""))&&(a.style.display=""none"")),setTimeout(function(){d.className+="" tHT0l"";f.className+="" tHT0l""},50))}};}).call(this);","(function(){var id='sjsuid_20';var index= 0 ;var offset= 0 ;var is_rtl= false ;var is_gecko= false ;var is_edge= false ;var init='cVrhhd';window[init](id,index,offset,is_rtl,is_gecko,is_edge);})();"
"https://www.google.com/maps/contrib/105234423785707378469/reviews?hl=en-CA","Ahyan Khan","2 reviews","https://www.google.com/local/content/rap/report?postId=Ci9DQUlRQUNvZENodHljRjlvT25vM2RteEJTRlJEYjJ0SE0yNXNaWE54VGw5aVUwRRAB&t=1&entityid=Ci9DQUlRQUNvZENodHljRjlvT25vM2RteEJTRlJEYjJ0SE0yNXNaWE54VGw5aVUwRRo-Ci9DQUlRQUNvZENodHljRjlvT25vM2RteEJTRlJEYjJ0SE0yNXNaWE54VGw5aVUwRRILMGUyYTRVMnpyRkwiEgkAAAAAAAAAABHzqioxykpazCoLMGUyYTRVMnpyRkw&wv=1&d=286732336&gsas=1","49 minutes ago","","","","","47 minutes ago","Thank you so much, means a lot to the whole team. Hope to see you again soon at 1001 Nuit! ⭐","","","","","","","",""
"https://www.google.com/maps/contrib/100329171873739402554/reviews?hl=en-CA","Ilyass Aznag","Local Guide37 reviews5 photos","https://www.google.com/local/content/rap/report?postId=Ci9DQUlRQUNvZENodHljRjlvT25jeFVWOHliRGRLTlhsRFduRklURTl1VkVock5XYxAB&t=1&entityid=Ci9DQUlRQUNvZENodHljRjlvT25jeFVWOHliRGRLTlhsRFduRklURTl1VkVock5XYxI-Ci9DQUlRQUNvZENodHljRjlvT25jeFVWOHliRGRLTlhsRFduRklURTl1VkVock5XYxILMGUyWUhITjYxV0IaPgovQ0FJUUFDb2RDaHR5Y0Y5b09uY3hVVjh5YkRkS05YbERXbkZJVEU5dVZFaHJOV2MSCzBlMllISE42MVdCIhIJAAAAAAAAAAAR86oqMcpKWswqCzBlMllISE42MVdC&wv=1&d=286732336&gsas=1","4 hours ago","Première expérience dans ce restaurent aujourd’hui, l’ambiance était génial, le service très courtois et rapide & la nourriture super bonne ! …","Hover to react","[object Object]","_","47 minutes ago","Thank you so much, means a lot to the whole team. Hope to see you again soon at 1001 Nuit! ⭐","More","·","·","","","","",""
"https://www.google.com/maps/contrib/102033027235632889746/reviews?hl=en-CA","Burhan Ahmed Bhatti","1 review","https://www.google.com/local/content/rap/report?postId=Ci9DQUlRQUNvZENodHljRjlvT2psb1F6STJPVlJEU0ZkeU5ubDFPRUZNVWtwa1VGRRAB&t=1&entityid=Ci9DQUlRQUNvZENodHljRjlvT2psb1F6STJPVlJEU0ZkeU5ubDFPRUZNVWtwa1VGRRo-Ci9DQUlRQUNvZENodHljRjlvT2psb1F6STJPVlJEU0ZkeU5ubDFPRUZNVWtwa1VGRRILMGUyWHp2ZFB3NVUiEgkAAAAAAAAAABHzqioxykpazCoLMGUyWHp2ZFB3NVU&wv=1&d=286732336&gsas=1","4 hours ago","","","","","47 minutes ago","Thank you so much, means a lot to the whole team. Hope to see you again soon at 1001 Nuit! ⭐","","","","","","","",""
"https://www.google.com/maps/contrib/115491452776177172071/reviews?hl=en-CA","Mohammed Jawwad","3 reviews","https://www.google.com/local/content/rap/report?postId=Ci9DQUlRQUNvZENodHljRjlvT25kUUxTMU1hME5pWVZkM1kydHdYMUZaWmpGMU1FRRAB&t=1&entityid=Ci9DQUlRQUNvZENodHljRjlvT25kUUxTMU1hME5pWVZkM1kydHdYMUZaWmpGMU1FRRo-Ci9DQUlRQUNvZENodHljRjlvT25kUUxTMU1hME5pWVZkM1kydHdYMUZaWmpGMU1FRRILMGUyVzYwMVl2NUIiEgkAAAAAAAAAABHzqioxykpazCoLMGUyVzYwMVl2NUI&wv=1&d=286732336&gsas=1","6 hours ago","","","","","5 hours ago","Thank you so much, means a lot to the whole team. Hope to see you again soon at 1001 Nuit! ⭐","","","","","","","",""
"https://www.google.com/maps/contrib/118331362115709478010/reviews?hl=en-CA","Saber Tlili","Local Guide10 reviews10 photos","https://www.google.com/local/content/rap/report?postId=Ci9DQUlRQUNvZENodHljRjlvT2tWMVoyaHJZazVJYTNaNVRqRlRhRlJ3VW05emQzYxAB&t=1&entityid=Ci9DQUlRQUNvZENodHljRjlvT2tWMVoyaHJZazVJYTNaNVRqRlRhRlJ3VW05emQzYxo-Ci9DQUlRQUNvZENodHljRjlvT2tWMVoyaHJZazVJYTNaNVRqRlRhRlJ3VW05emQzYxILMGUyU0VQZ2tQamkiEgkAAAAAAAAAABHzqioxykpazCoLMGUyU0VQZ2tQamk&wv=1&d=286732336&gsas=1","10 hours ago","","","","","5 hours ago","Thank you so much, means a lot to the whole team. Hope to see you again soon at 1001 Nuit! ⭐","","·","·","","","","",""
"https://www.google.com/maps/contrib/115258668306946399182/reviews?hl=en-CA","Sam G","7 reviews1 photo","https://www.google.com/local/content/rap/report?postId=Ci9DQUlRQUNvZENodHljRjlvT25CdFdtWmhObU5VVGtSME5Ha3hWVlJQVFd4QmVuYxAB&t=1&entityid=Ci9DQUlRQUNvZENodHljRjlvT25CdFdtWmhObU5VVGtSME5Ha3hWVlJQVFd4QmVuYxI-Ci9DQUlRQUNvZENodHljRjlvT25CdFdtWmhObU5VVGtSME5Ha3hWVlJQVFd4QmVuYxILMGUyX1ZRX2hldkUaPgovQ0FJUUFDb2RDaHR5Y0Y5b09uQnRXbVpoTm1OVVRrUjBOR2t4VlZSUFRXeEJlbmMSCzBlMl9WUV9oZXZFIhIJAAAAAAAAAAAR86oqMcpKWswqCzBlMl9WUV9oZXZF&wv=1&d=286732336&gsas=1","an hour ago","​I don't like putting restaurants down, but this was a total flop.​Marketing yourself as Halal shouldn't mean delivering subpar service to a …","","[object Object]","_","36 minutes ago","Thank you sincerely for taking the time to share your experience, and we are truly sorry for what you went through — this is not the standard we hold ourselves to, and we will do better. We want to be transparent: today was our soft opening and we where completely unplanned in terms of the volume of guests we welcomed. Our POS system was only set up a few days ago, and today was truly the first time our team got to work with it in a real environment. The fact that your meal never arrived, that you waited 45 minutes for drinks, and that the orders got mixed up — none of that is acceptable, and we take full responsibility. We are grateful you stayed, grateful you spoke with us. We sincerely hope you will give us another chance to show you the experience we are truly capable of delivering. You will not be disappointed. With heartfelt appreciation,The 1001 Nuit Team","More","·","","","","","",""
